Job title,Company,Location,Link,Posted on,Posted date,Seniority level,Employment type,Job function,Industries
"Sr. L&D Business Partner, CS Leadership Development - WWCS Org",Amazon,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/sr-l-d-business-partner-cs-leadership-development-wwcs-org-at-amazon-3926373166?position=16&pageNum=0&refId=UJDpXSJEpwddcUvciloHEQ%3D%3D&trackingId=f32MMcDvLt3OTjkYhUPRtw%3D%3D&trk=public_jobs_jserp-result_search-card,3 hours ago,01-09-2024,Mid-Senior level,Full-time,Training and Human Resources,Software Development
"Tax Analyst GST Tax Compliance, GST Tax Compliance Team",Amazon,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/tax-analyst-gst-tax-compliance-gst-tax-compliance-team-at-amazon-3962165818?position=17&pageNum=0&refId=UJDpXSJEpwddcUvciloHEQ%3D%3D&trackingId=IAQ50NJvFL5CUCDC042QMg%3D%3D&trk=public_jobs_jserp-result_search-card,3 hours ago,01-09-2024,Not Applicable,Full-time,"Finance, Information Technology, and Accounting/Auditing",Software Development
"Channel Team Lead, Sales Assistant III",Amazon,"Guwahati, Assam, India",https://in.linkedin.com/jobs/view/channel-team-lead-sales-assistant-iii-at-amazon-4014451147?position=18&pageNum=0&refId=UJDpXSJEpwddcUvciloHEQ%3D%3D&trackingId=EKcxLH95wnuC9Ge%2FpAnBRA%3D%3D&trk=public_jobs_jserp-result_search-card,22 hours ago,31-08-2024,Mid-Senior level,Full-time,"Distribution, Supply Chain, and Engineering",Software Development
"Associate - Retail Process, CMT",Amazon,"Karnataka, India",https://in.linkedin.com/jobs/view/associate-retail-process-cmt-at-amazon-3928077496?position=19&pageNum=0&refId=UJDpXSJEpwddcUvciloHEQ%3D%3D&trackingId=Rgqw3dOhsuSIgMKQDs0KUA%3D%3D&trk=public_jobs_jserp-result_search-card,3 hours ago,01-09-2024,Not Applicable,Full-time,Writing/Editing,Software Development
"AI Content Writer, Alexa Data Services (ADS)",Amazon,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/ai-content-writer-alexa-data-services-ads-at-amazon-4014653564?position=20&pageNum=0&refId=UJDpXSJEpwddcUvciloHEQ%3D%3D&trackingId=T1zSxSAtpOOGikUwkjx9Tg%3D%3D&trk=public_jobs_jserp-result_search-card,10 hours ago,01-09-2024,Not Applicable,Full-time,"Information Technology, Consulting, and Engineering",Software Development
"Sr. Product Manager- Technical, Central Shopping Experience",Amazon,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/sr-product-manager-technical-central-shopping-experience-at-amazon-3961276581?position=21&pageNum=0&refId=UJDpXSJEpwddcUvciloHEQ%3D%3D&trackingId=uMErR6m7hUBazrkBIIwrmw%3D%3D&trk=public_jobs_jserp-result_search-card,3 hours ago,01-09-2024,Mid-Senior level,Full-time,"Project Management, Information Technology, and Product Management",Software Development
"Software Development Engineer, MENA Payments",Amazon,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/software-development-engineer-mena-payments-at-amazon-4014435904?position=22&pageNum=0&refId=UJDpXSJEpwddcUvciloHEQ%3D%3D&trackingId=xLfFtjl6jwsDy7O9hmNRbA%3D%3D&trk=public_jobs_jserp-result_search-card,22 hours ago,31-08-2024,Mid-Senior level,Full-time,"Information Technology, Consulting, and Engineering",Software Development
"Program Manager-I, Japan Transportation Systems",Amazon,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/program-manager-i-japan-transportation-systems-at-amazon-3929003684?position=23&pageNum=0&refId=UJDpXSJEpwddcUvciloHEQ%3D%3D&trackingId=o%2FpTUfQT6sd3sOFPiOw3Gg%3D%3D&trk=public_jobs_jserp-result_search-card,3 hours ago,01-09-2024,Mid-Senior level,Full-time,"General Business, Management, and Strategy/Planning",Software Development
"PC Specialist, Global Payroll Quality Assurance (GPQA) Team - Payroll Controllership",Amazon,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/pc-specialist-global-payroll-quality-assurance-gpqa-team-payroll-controllership-at-amazon-3961733249?position=24&pageNum=0&refId=UJDpXSJEpwddcUvciloHEQ%3D%3D&trackingId=KwWC8%2FzSdV4gsrHvNww7nA%3D%3D&trk=public_jobs_jserp-result_search-card,3 hours ago,01-09-2024,Not Applicable,Full-time,"Finance, Information Technology, and Accounting/Auditing",Software Development
Software Development Manager,Amazon,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/software-development-manager-at-amazon-3929096370?position=25&pageNum=0&refId=UJDpXSJEpwddcUvciloHEQ%3D%3D&trackingId=%2B1PezthcOhp3aVsuue9Pew%3D%3D&trk=public_jobs_jserp-result_search-card,3 hours ago,01-09-2024,Mid-Senior level,Full-time,"Information Technology, Consulting, and Engineering",Software Development
